state,year,pm25,coal,lngdp,income,binary_income,score,expenditure,pm25xbinary_income,coalxbinary_income,constant,state_code,score_hat,pm25_hat
Montana,2011,1.985039,16.093576,3.7347057,10.60361,0,6.2859979,8.7665501,0,0,1,Montana,1.587147,1.587147
Montana,2012,2.1702118,16.019054,3.7457535,10.716415,0,6.2841344,8.746398,0,0,1,Montana,1.5358971,1.5358971
Montana,2013,1.8897223,16.073324,3.7604604,10.673595,0,6.2915692,8.7566824,0,0,1,Montana,1.518105,1.518105
Montana,2014,1.8489883,16.135891,3.780298,10.841539,0,6.3135481,8.774622,0,0,1,Montana,1.4747103,1.4747103
Montana,2015,2.0965984,16.145449,3.8154173,10.847393,0,6.3207684,8.7823229,0,0,1,Montana,1.4813012,1.4813012
Nebraska,2001,2.2431738,16.349697,4.3590255,10.683042,1,6.3421216,8.4127216,2.2431738,16.349697,1,Nebraska,2.1085527,2.1085527
Nebraska,2002,2.181953,16.317751,4.3717213,10.664293,1,6.3456364,8.4926958,2.181953,16.317751,1,Nebraska,2.0666387,2.0666387
Nebraska,2003,2.2042615,16.359097,4.4281144,10.691263,1,6.3595738,8.5469465,2.2042615,16.359097,1,Nebraska,2.0721881,2.0721881
Nebraska,2004,2.09778,16.353134,4.4541974,10.68716,0,6.3561077,8.5947094,0,0,1,Nebraska,2.0388808,2.0388808
Nebraska,2005,2.2457025,16.371653,4.4921036,10.777288,1,6.3613024,8.6280184,2.2457025,16.371653,1,Nebraska,2.0886228,2.0886228
Nebraska,2006,2.1786282,16.371296,4.5199685,10.782077,0,6.368187,8.6862602,0,0,1,Nebraska,2.0343559,2.0343559
Nebraska,2007,2.2913651,16.32242,4.5423455,10.803039,0,6.3716121,8.7645216,0,0,1,Nebraska,2.0675013,2.0675013
Nebraska,2008,2.328737,16.407793,4.5415964,10.834272,1,6.3716121,8.8243837,2.328737,16.407793,1,Nebraska,2.0108447,2.0108447
Nebraska,2009,2.0470078,16.467537,4.5430565,10.811746,0,6.3868794,8.8596478,0,0,1,Nebraska,1.9571402,1.9571402
Nebraska,2010,2.1788511,16.466431,4.5795045,10.868568,1,6.3851943,8.9241238,2.1788511,16.466431,1,Nebraska,1.9777782,1.9777782
Nebraska,2011,2.1703532,16.569851,4.6307149,10.926298,1,6.3818159,8.9418068,2.1703532,16.569851,1,Nebraska,2.02087,2.02087
Nebraska,2012,2.1436672,16.515808,4.6320643,10.862838,1,6.3716121,8.9128771,2.1436672,16.515808,1,Nebraska,1.9898727,1.9898727
Nebraska,2013,2.1077702,16.577366,4.650908,10.961625,1,6.368187,8.9186506,2.1077702,16.577366,1,Nebraska,1.9543082,1.9543082
Nebraska,2014,2.0197182,16.525976,4.6815457,10.948524,1,6.3750248,8.9254541,2.0197182,16.525976,1,Nebraska,1.9190454,1.9190454
Nebraska,2015,1.9678086,16.490215,4.713141,11.009903,1,6.3801227,8.95854,1.9678086,16.490215,1,Nebraska,1.9179428,1.9179428
Nevada,2001,2.0362878,15.918387,4.6694145,10.723268,1,6.2441669,8.1964369,2.0362878,15.918387,1,Nevada,2.0928955,2.0928955
Nevada,2002,2.0906668,15.880495,4.7045503,10.713529,1,6.2499752,8.2411766,2.0906668,15.880495,1,Nevada,2.0466712,2.0466712
Nevada,2003,2.1929188,15.878499,4.747324,10.71841,1,6.2480431,8.2459097,2.1929188,15.878499,1,Nevada,2.0279155,2.0279155
Nevada,2004,2.0676429,15.955804,4.8467474,10.762149,1,6.2422233,8.2977924,2.0676429,15.955804,1,Nevada,2.030638,2.030638
Nevada,2005,2.0459304,15.969811,4.9236879,10.783321,1,6.2402759,8.3539677,2.0459304,15.969811,1,Nevada,2.1114445,2.1114445
Nevada,2006,2.0857577,15.064817,4.9626145,10.864369,1,6.2304816,8.3866291,2.0857577,15.064817,1,Nevada,1.9082297,1.9082297
Nevada,2007,2.0715911,15.052948,4.9705567,10.89785,1,6.2265368,8.4610462,2.0715911,15.052948,1,Nevada,1.9383513,1.9383513
Nevada,2008,2.0609405,15.17072,4.9413152,10.91035,1,6.2265368,8.4900274,2.0609405,15.17072,1,Nevada,1.868233,1.868233
Nevada,2009,1.9199158,15.15617,4.8539138,10.847977,1,6.2245584,8.5059299,1.9199158,15.15617,1,Nevada,1.7679131,1.7679131
Nevada,2010,1.7719616,15.093158,4.8662138,10.843494,1,6.2166061,8.5149908,1.7719616,15.093158,1,Nevada,1.7607861,1.7607861
Nevada,2011,1.8492218,14.867315,4.8728886,10.758754,0,6.2065759,8.5191908,0,0,1,Nevada,1.7522472,1.7522472
Nevada,2012,1.9714735,14.629914,4.8622351,10.764899,0,6.2005091,8.4688425,0,0,1,Nevada,1.6731092,1.6731092
Nevada,2013,2.241394,14.89156,4.8653851,10.856111,0,6.2025356,8.4366341,0,0,1,Nevada,1.6504084,1.6504084
Nevada,2014,1.9800186,15.052685,4.874414,10.817375,0,6.2025356,8.4774122,0,0,1,Nevada,1.6524588,1.6524588
Nevada,2015,1.9134349,14.225796,4.915206,10.859191,0,6.2025356,8.4996405,0,0,1,Nevada,1.5361252,1.5361252
New Hampshire,2001,2.2607887,14.242942,4.0540886,10.84603,1,6.2461066,8.4623146,2.2607887,14.242942,1,New Hampshire,1.6680783,1.6680783
New Hampshire,2002,2.2382512,14.238563,4.0855494,10.92089,1,6.251904,8.5463638,2.2382512,14.238563,1,New Hampshire,1.6263021,1.6263021
New Hampshire,2003,2.1942127,14.282543,4.1254025,10.925399,1,6.2557502,8.6249704,2.1942127,14.282543,1,New Hampshire,1.6363939,1.6363939
New Hampshire,2004,2.163981,14.322076,4.165247,10.947643,1,6.2557502,8.6916504,2.163981,14.322076,1,New Hampshire,1.6176348,1.6176348
New Hampshire,2005,2.2283411,14.35931,4.1749163,10.950456,1,6.2633982,8.7533712,2.2283411,14.35931,1,New Hampshire,1.6797352,1.6797352
New Hampshire,2006,2.1358762,14.306385,4.1991277,11.034406,1,6.2614918,8.8113546,2.1358762,14.306385,1,New Hampshire,1.6054463,1.6054463
New Hampshire,2007,2.1011193,14.301162,4.2025051,11.121067,1,6.2557502,8.8695383,2.1011193,14.301162,1,New Hampshire,1.6225352,1.6225352
New Hampshire,2008,2.0303078,14.208229,4.1874418,11.100134,1,6.2595816,8.9504032,2.0303078,14.208229,1,New Hampshire,1.5472409,1.5472409
New Hampshire,2009,2.0258765,14.004422,4.174747,11.068667,1,6.2595816,8.9976425,2.0258765,14.004422,1,New Hampshire,1.4535953,1.4535953
New Hampshire,2010,1.9610006,14.036421,4.2065682,11.10691,1,6.2614918,9.0452299,1.9610006,14.036421,1,New Hampshire,1.4745862,1.4745862
New Hampshire,2011,2.0185378,13.708329,4.2130027,11.095591,1,6.2633982,9.0817108,2.0185378,13.708329,1,New Hampshire,1.4508883,1.4508883
New Hampshire,2012,1.8548741,13.160976,4.2268062,11.124613,1,6.2633982,9.0909939,1.8548741,13.160976,1,New Hampshire,1.3506279,1.3506279
New Hampshire,2013,1.9343461,13.331059,4.2352695,11.14331,1,6.2690964,9.1075325,1.9343461,13.331059,1,New Hampshire,1.3413416,1.3413416
New Hampshire,2014,1.9245776,13.206436,4.2515435,11.203679,1,6.2728772,9.1401329,1.9245776,13.206436,1,New Hampshire,1.2876801,1.2876801
New Hampshire,2015,1.91242,12.913041,4.2772551,11.234269,1,6.2728772,9.1602039,1.91242,12.913041,1,New Hampshire,1.2458979,1.2458979
New Jersey,2001,2.6198366,15.275402,6.1667128,10.854567,1,6.2402759,8.8050756,2.6198366,15.275402,1,New Jersey,2.7565215,2.7565215
New Jersey,2002,2.6044049,15.219097,6.1834416,10.90724,1,6.2402759,8.8500872,2.6044049,15.219097,1,New Jersey,2.6920102,2.6920102
New Jersey,2003,2.6237249,15.245786,6.2039585,10.933999,1,6.2441669,8.9124737,2.6237249,15.245786,1,New Jersey,2.6838744,2.6838744
New Jersey,2004,2.528547,15.303618,6.2110925,10.920166,1,6.2422233,8.9748716,2.528547,15.303618,1,New Jersey,2.6585417,2.6585417
New Jersey,2005,2.6295216,15.423985,6.2302742,11.056746,1,6.2480431,9.0310946,2.6295216,15.423985,1,New Jersey,2.7170451,2.7170451
New Jersey,2006,2.5157721,15.349184,6.2474265,11.128145,1,6.2441669,9.0861368,2.5157721,15.349184,1,New Jersey,2.6374946,2.6374946
New Jersey,2007,2.5189304,15.35649,6.2555547,11.010564,1,6.2344108,9.1706638,2.5189304,15.35649,1,New Jersey,2.6940563,2.6940563
New Jersey,2008,2.4549663,15.242189,6.2813344,11.086901,1,6.2402759,9.2563648,2.4549663,15.242189,1,New Jersey,2.6199977,2.6199977
New Jersey,2009,2.2555461,14.747971,6.2282166,11.078753,1,6.2402759,9.2165213,2.2555461,14.747971,1,New Jersey,2.4368079,2.4368079
New Jersey,2010,2.2172339,14.941125,6.2420635,11.050414,1,6.2422233,9.251194,2.2172339,14.941125,1,New Jersey,2.4797368,2.4797368
New Jersey,2011,2.2509108,14.496361,6.2297015,11.040359,1,6.2461066,9.2233553,2.2509108,14.496361,1,New Jersey,2.4109888,2.4109888
New Jersey,2012,2.1637759,13.822764,6.2484217,11.10781,1,6.2480431,9.2853546,2.1637759,13.822764,1,New Jersey,2.3051081,2.3051081
New Jersey,2013,2.1478775,13.832172,6.2609682,11.062724,1,6.2576675,9.3152409,2.1478775,13.832172,1,New Jersey,2.2862024,2.2862024
New Jersey,2014,2.1657698,14.009371,6.2579865,11.085828,1,6.2595816,9.3200016,2.1657698,14.009371,1,New Jersey,2.26636,2.26636
New Jersey,2015,2.1744549,13.702817,6.2727895,11.132544,1,6.2557502,9.3207178,2.1744549,13.702817,1,New Jersey,2.2101173,2.2101173
New Mexico,2001,1.8891348,16.585285,4.2729158,10.407892,0,6.2952662,8.1636562,0,0,1,New Mexico,2.0691941,2.0691941
New Mexico,2002,1.9489318,16.536612,4.3028426,10.476161,0,6.2971091,8.2553091,0,0,1,New Mexico,2.0234685,2.0234685
New Mexico,2003,1.9699529,16.621384,4.3407812,10.466241,0,6.2915692,8.2822304,0,0,1,New Mexico,2.0246933,2.0246933
New Mexico,2004,1.7368474,16.628572,4.4193068,10.585574,0,6.2971091,8.3549099,0,0,1,New Mexico,2.0050719,2.0050719
New Mexico,2005,1.7491043,16.650702,4.4312263,10.570034,0,6.3044486,8.3864012,0,0,1,New Mexico,2.0588272,2.0588272
New Mexico,2006,1.7300256,16.646431,4.4550261,10.597384,0,6.3080983,8.4548922,0,0,1,New Mexico,2.0025454,2.0025454
New Mexico,2007,1.8001879,16.585518,4.4629011,10.700093,0,6.302619,8.5193911,0,0,1,New Mexico,2.0128973,2.0128973
New Mexico,2008,1.8087221,16.549723,4.465508,10.647803,0,6.3062754,8.5839167,0,0,1,New Mexico,1.9521785,1.9521785
New Mexico,2009,1.6766933,16.619629,4.4781308,10.681436,0,6.302619,8.6242523,0,0,1,New Mexico,1.8983885,1.8983885
New Mexico,2010,1.6245308,16.492157,4.4728985,10.717302,0,6.3080983,8.6170387,0,0,1,New Mexico,1.8642465,1.8642465
New Mexico,2011,1.8287338,16.556112,4.4727001,10.644949,0,6.2934194,8.5760279,0,0,1,New Mexico,1.8804725,1.8804725
New Mexico,2012,1.7678155,16.486374,4.4764867,10.678676,0,6.302619,8.5469465,0,0,1,New Mexico,1.8349508,1.8349508
New Mexico,2013,1.7254193,16.473637,4.4642587,10.600876,0,6.300786,8.5682669,0,0,1,New Mexico,1.8047552,1.8047552
New Mexico,2014,1.620854,16.29318,4.4885373,10.751286,0,6.2971091,8.5898857,0,0,1,New Mexico,1.7303407,1.7303407
New Mexico,2015,1.6235141,16.290499,4.4964852,10.717081,0,6.2989492,8.6220932,0,0,1,New Mexico,1.7375023,1.7375023
New York,2001,2.5751102,16.040974,7.0146298,10.648041,0,6.2245584,8.8920612,0,0,1,New York,3.2582667,3.2582667
New York,2002,2.5302947,16.029745,7.0086417,10.644711,0,6.2265368,8.9437675,0,0,1,New York,3.2012103,3.2012103
New York,2003,2.514626,16.082062,7.0126677,10.66406,0,6.2344108,9.0134735,0,0,1,New York,3.193718,3.193718
New York,2004,2.4562447,16.087845,7.0423956,10.70661,1,6.2344108,9.0648518,2.4562447,16.087845,1,New York,3.1584389,3.1584389
New York,2005,2.5417273,16.020411,7.0638108,10.761725,1,6.2363696,9.1511211,2.5417273,16.020411,1,New York,3.2101479,3.2101479
New York,2006,2.3748775,16.058046,7.0894742,10.783529,1,6.2344108,9.2211819,2.3748775,16.058046,1,New York,3.1620889,3.1620889
New York,2007,2.4562643,16.078625,7.0971885,10.79835,0,6.2245584,9.2817307,0,0,1,New York,3.1951444,3.1951444
New York,2008,2.3749661,15.999856,7.0817766,10.828937,1,6.2225761,9.3563433,2.3749661,15.999856,1,New York,3.1129348,3.1129348
New York,2009,2.2288086,15.625084,7.1153159,10.824168,1,6.2186003,9.4154015,2.2288086,15.625084,1,New York,3.0119979,3.0119979
New York,2010,2.22856,15.669344,7.1526341,10.815369,1,6.212606,9.4474659,2.22856,15.669344,1,New York,3.0384605,3.0384605
New York,2011,2.2455695,15.339717,7.1542459,10.832497,1,6.212606,9.4849377,2.2455695,15.339717,1,New York,3.0091205,3.0091205
New York,2012,2.1383593,14.616749,7.1916051,10.772267,0,6.2146082,9.5074034,0,0,1,New York,2.9080253,2.9080253
New York,2013,2.0872381,14.615169,7.1924653,10.819178,0,6.2166061,9.5134039,0,0,1,New York,2.8630433,2.8630433
New York,2014,2.0368505,14.582632,7.2103829,10.902464,1,6.2186003,9.5556307,2.0368505,14.582632,1,New York,2.8236918,2.8236918
New York,2015,2.0560548,13.852715,7.2252216,10.96837,1,6.2186003,9.5867882,2.0560548,13.852715,1,New York,2.7111998,2.7111998
North Carolina,2001,2.6303892,17.170628,5.8850398,10.549543,0,6.212606,8.3000317,0,0,1,North Carolina,2.8122356,2.8122356
North Carolina,2002,2.5874207,17.199162,5.8995423,10.505615,0,6.2245584,8.3223944,0,0,1,North Carolina,2.7654488,2.7654488
North Carolina,2003,2.5567608,17.196621,5.9242225,10.526213,0,6.2265368,8.3363905,0,0,1,North Carolina,2.7402942,2.7402942
North Carolina,2004,2.5963001,17.214113,5.9641194,10.602617,0,6.2285109,8.3406944,0,0,1,North Carolina,2.691483,2.691483
North Carolina,2005,2.6246686,17.25922,6.0137248,10.646852,0,6.2363696,8.3936691,0,0,1,North Carolina,2.7621062,2.7621062
North Carolina,2006,2.596293,17.231791,6.0735264,10.591622,0,6.2402759,8.4283619,0,0,1,North Carolina,2.7170479,2.7170479
North Carolina,2007,2.5804749,17.29405,6.0844083,10.680746,0,6.2324481,8.4943342,0,0,1,North Carolina,2.7492533,2.7492533
North Carolina,2008,2.4816713,17.253227,6.1104426,10.667326,0,6.2363696,8.5093622,0,0,1,North Carolina,2.6762705,2.6762705
North Carolina,2009,2.2650793,17.089914,6.0683222,10.64328,0,6.2363696,8.5889559,0,0,1,North Carolina,2.5862393,2.5862393
North Carolina,2010,2.3441265,17.198364,6.0818458,10.688074,0,6.2363696,8.5469465,0,0,1,North Carolina,2.5825908,2.5825908
North Carolina,2011,2.2918718,17.017889,6.0942211,10.719073,0,6.2304816,8.5500479,0,0,1,North Carolina,2.5671263,2.5671263
North Carolina,2012,2.1812277,16.854109,6.0982885,10.634653,0,6.2265368,8.5344439,0,0,1,North Carolina,2.5278025,2.5278025
North Carolina,2013,2.1377304,16.768856,6.1138067,10.743761,0,6.2265368,8.5514011,0,0,1,North Carolina,2.4711256,2.4711256
North Carolina,2014,2.1635766,16.787941,6.1361127,10.753211,0,6.2285109,8.5342474,0,0,1,North Carolina,2.4325922,2.4325922
North Carolina,2015,2.0810287,16.567015,6.163518,10.835651,0,6.2225761,8.5765934,0,0,1,North Carolina,2.402266,2.402266
North Dakota,2001,1.8906572,17.02614,3.2152653,10.485424,0,6.3952618,8.2011118,0,0,1,North Dakota,1.7215267,1.7215267
North Dakota,2002,1.7779284,17.04423,3.2692192,10.496815,0,6.4134588,8.3228798,0,0,1,North Dakota,1.7122571,1.7122571
North Dakota,2003,1.8705597,17.041281,3.3275652,10.606833,0,6.418365,8.3192301,0,0,1,North Dakota,1.6826856,1.6826856
North Dakota,2004,1.7634598,16.989998,3.3422997,10.576942,0,6.3985949,8.3811445,0,0,1,North Dakota,1.6460588,1.6460588
North Dakota,2005,1.7626612,17.046993,3.3791289,10.649939,0,6.4052286,8.5330667,0,0,1,North Dakota,1.7404872,1.7404872
North Dakota,2006,1.8775481,17.005924,3.4206765,10.622546,0,6.4248691,8.5762167,0,0,1,North Dakota,1.6851281,1.6851281
North Dakota,2007,1.9177563,17.019829,3.4664295,10.762361,0,6.3902407,8.5221806,0,0,1,North Dakota,1.679468,1.679468
North Dakota,2008,1.882241,17.030109,3.5338733,10.812351,0,6.403574,8.5976667,0,0,1,North Dakota,1.6406984,1.6406984
North Dakota,2009,1.8115903,17.017982,3.5623066,10.821377,1,6.3851943,8.6518993,1.8115903,17.017982,1,North Dakota,1.5885203,1.5885203
North Dakota,2010,2.064131,16.955912,3.6354048,10.839777,1,6.3868794,8.71276,2.064131,16.955912,1,North Dakota,1.6184759,1.6184759
North Dakota,2011,1.9183432,16.9091,3.7457511,10.939515,1,6.4167323,8.7494154,1.9183432,16.9091,1,North Dakota,1.6626027,1.6626027
North Dakota,2012,1.8391544,16.942041,3.9480193,10.928991,1,6.4134588,8.7902689,1.8391544,16.942041,1,North Dakota,1.7380451,1.7380451
North Dakota,2013,1.771264,16.919615,3.9682596,10.987832,1,6.4118185,8.8125458,1.771264,16.919615,1,North Dakota,1.7010297,1.7010297
North Dakota,2014,1.5573163,16.919615,4.0568156,11.014194,1,6.4297194,8.8499441,1.5573163,16.919615,1,North Dakota,1.7003917,1.7003917
North Dakota,2015,1.7255018,16.941664,4.0349908,10.958148,1,6.4101748,8.9449415,1.7255018,16.941664,1,North Dakota,1.7221292,1.7221292
Ohio,2001,2.8141787,17.801418,6.2205257,10.640412,0,6.2897158,8.3957033,0,0,1,Ohio,3.0555871,3.0555871
Ohio,2002,2.7630863,17.839386,6.240696,10.661486,1,6.2915692,8.4516945,2.7630863,17.839386,1,Ohio,3.0141821,3.0141821
Ohio,2003,2.7282054,17.86249,6.2537122,10.680976,1,6.2934194,8.5083542,2.7282054,17.86249,1,Ohio,3.00176,3.00176
Ohio,2004,2.6707196,17.822733,6.2805166,10.67035,0,6.2952662,8.5504341,0,0,1,Ohio,2.9627948,2.9627948
Ohio,2005,2.8304033,17.903288,6.3025618,10.69648,0,6.2971091,8.5820446,0,0,1,Ohio,3.0236657,3.0236657
Ohio,2006,2.6002996,17.886318,6.3017101,10.734221,0,6.2989492,8.6213732,0,0,1,Ohio,2.9453113,2.9453113
Ohio,2007,2.700985,17.900681,6.3039536,10.801615,0,6.2952662,8.648221,0,0,1,Ohio,2.9576836,2.9576836
Ohio,2008,2.5664322,17.89226,6.2862291,10.756413,0,6.2989492,8.6845703,0,0,1,Ohio,2.8833203,2.8833203
Ohio,2009,2.4707577,17.749224,6.2365193,10.733785,0,6.302619,8.712924,0,0,1,Ohio,2.7771397,2.7771397
Ohio,2010,2.5480356,17.79915,6.2614522,10.734002,0,6.3062754,8.7667065,0,0,1,Ohio,2.8051624,2.8051624
Ohio,2011,2.4376445,17.689619,6.2937522,10.70661,0,6.300786,8.7769384,0,0,1,Ohio,2.8181922,2.8181922
Ohio,2012,2.3723946,17.429644,6.3021426,10.700544,0,6.3135481,8.7709045,0,0,1,Ohio,2.7586422,2.7586422
Ohio,2013,2.3311651,17.519835,6.321147,10.834667,0,6.3207684,8.7699728,0,0,1,Ohio,2.7205598,2.7205598
Ohio,2014,2.3281257,17.46402,6.3529391,10.812552,0,6.331502,8.8112049,0,0,1,Ohio,2.6970601,2.6970601
Ohio,2015,2.2493491,17.233831,6.3610477,10.883692,0,6.3332796,8.8328791,0,0,1,Ohio,2.6528485,2.6528485
Oklahoma,2001,2.4102335,16.835945,4.8589687,10.480382,0,6.329721,8.1556492,0,0,1,Oklahoma,2.3241444,2.3241444
Oklahoma,2002,2.3512275,16.877253,4.8774338,10.503971,0,6.331502,8.1886892,0,0,1,Oklahoma,2.2750599,2.2750599
Oklahoma,2003,2.3618948,16.887299,4.8934813,10.488493,0,6.331502,8.1684866,0,0,1,Oklahoma,2.2425733,2.2425733
Oklahoma,2004,2.3000755,16.825825,4.9279547,10.586837,0,6.338594,8.1582298,0,0,1,Oklahoma,2.1723449,2.1723449
Oklahoma,2005,2.4209826,16.904358,4.9661336,10.536088,0,6.3332796,8.2308435,0,0,1,Oklahoma,2.2624061,2.2624061
Oklahoma,2006,2.2639573,16.868967,5.0295076,10.567206,0,6.3526292,8.2776661,0,0,1,Oklahoma,2.2097197,2.2097197
Oklahoma,2007,2.442451,16.838249,5.0512619,10.674059,0,6.3473892,8.3679972,0,0,1,Oklahoma,2.2375336,2.2375336
Oklahoma,2008,2.3259795,16.904591,5.0899825,10.738785,0,6.3491392,8.3966064,0,0,1,Oklahoma,2.1792378,2.1792378
Oklahoma,2009,2.3345919,16.858089,5.0757461,10.733785,0,6.3473892,8.4136086,0,0,1,Oklahoma,2.0954547,2.0954547
Oklahoma,2010,2.2874129,16.77887,5.0786939,10.671278,0,6.3421216,8.4263926,0,0,1,Oklahoma,2.0912199,2.0912199
Oklahoma,2011,2.3656852,16.874546,5.1139569,10.788494,0,6.3368258,8.374938,0,0,1,Oklahoma,2.0972896,2.0972896
Oklahoma,2012,2.2722273,16.723356,5.1640682,10.787461,0,6.338594,8.3705473,0,0,1,Oklahoma,2.0701716,2.0701716
Oklahoma,2013,2.231061,16.74905,5.1800904,10.739869,0,6.3438807,8.384347,0,0,1,Oklahoma,2.0503712,2.0503712
Oklahoma,2014,2.1929083,16.746315,5.24365,10.762149,0,6.3473892,8.3916302,0,0,1,Oklahoma,2.0306642,2.0306642
Oklahoma,2015,2.0726349,16.565771,5.2835689,10.759604,0,6.3438807,8.4004345,0,0,1,Oklahoma,2.0122395,2.0122395
Oregon,2001,2.094981,14.727988,4.9138756,10.627892,0,6.2653012,8.3947992,0,0,1,Oregon,2.0859013,2.0859013
Oregon,2002,2.2159853,14.583124,4.9339881,10.640652,0,6.2690964,8.4096079,0,0,1,Oregon,2.0054383,2.0054383
Oregon,2003,2.0172505,14.744885,4.9753728,10.636817,0,6.2672005,8.3979588,0,0,1,Oregon,2.0066352,2.0066352
Oregon,2004,2.1293654,14.546229,5.0238876,10.621083,0,6.2690964,8.4189186,0,0,1,Oregon,1.946556,1.946556
Oregon,2005,2.0699506,14.558935,5.0636287,10.695575,0,6.2690964,8.4644251,0,0,1,Oregon,2.0020666,2.0020666
Oregon,2006,2.0074046,14.186426,5.1126332,10.759816,0,6.2709885,8.5318851,0,0,1,Oregon,1.8954157,1.8954157
Oregon,2007,2.0116305,14.762209,5.1297512,10.824567,1,6.2653012,8.5667448,2.0116305,14.762209,1,Oregon,2.0002744,2.0002744
Oregon,2008,2.0884252,14.683459,5.156745,10.853793,1,6.2672005,8.6276608,2.0884252,14.683459,1,Oregon,1.9305999,1.9305999
Oregon,2009,2.0514331,14.432878,5.1091356,10.801615,0,6.2633982,8.6294498,0,0,1,Oregon,1.8048719,1.8048719
Oregon,2010,1.8084531,14.698078,5.1312823,10.831707,1,6.2614918,8.5972977,1.8084531,14.698078,1,Oregon,1.8330603,1.8330603
Oregon,2011,1.9605942,14.501269,5.1580877,10.849919,1,6.2557502,8.6208324,1.9605942,14.501269,1,Oregon,1.8289225,1.8289225
Oregon,2012,1.9286605,14.274914,5.1625605,10.854759,1,6.2595816,8.6141386,1.9286605,14.274914,1,Oregon,1.7711792,1.7711792
Oregon,2013,2.170002,14.596204,5.1701078,10.799576,0,6.253829,8.5794163,0,0,1,Oregon,1.7780375,1.7780375
